"SL","Amarsh","Amangrove","Atotal","Ngainmarsh","Ngainmangrove","Ngaintotal","Nlossmarsh","Nlossmangrove","Nlosstotal","netNmarsh","netNmangrove","netNtotal"
95,5000,13932.39409985,18932.39409985,0.8455,2.15743122636177,3.00293122636177,-42.6132,-108.734533808622,-151.347733808622,-41.7677,-106.57710258226,-148.34480258226
100,5000,13932.39409985,18932.39409985,0.89,2.27098023827555,3.16098023827555,-42.6132,-108.734533808622,-151.347733808622,-41.7232,-106.463553570347,-148.186753570347
105,5000,13932.39409985,18932.39409985,0.9345,2.38452925018933,3.31902925018933,-42.6132,-108.734533808622,-151.347733808622,-41.6787,-106.350004558433,-148.028704558433
110,5000,13932.39409985,18932.39409985,0.979,2.4980782621031,3.4770782621031,-42.6132,-108.734533808622,-151.347733808622,-41.6342,-106.236455546519,-147.870655546519
115,5000,13932.39409985,18932.39409985,1.0235,2.61162727401688,3.63512727401688,-42.6132,-108.734533808622,-151.347733808622,-41.5897,-106.122906534605,-147.712606534605
120,5000,13932.39409985,18932.39409985,1.068,2.72517628593066,3.79317628593066,-42.6132,-108.734533808622,-151.347733808622,-41.5452,-106.009357522692,-147.554557522692
125,5000,13932.39409985,18932.39409985,1.1125,2.83872529784444,3.95122529784444,-42.6132,-108.734533808622,-151.347733808622,-41.5007,-105.895808510778,-147.396508510778
130,5000,13932.39409985,18932.39409985,1.157,2.95227430975821,4.10927430975821,-42.6132,-108.734533808622,-151.347733808622,-41.4562,-105.782259498864,-147.238459498864
135,5000,13932.39409985,18932.39409985,1.2015,3.06582332167199,4.26732332167199,-42.6132,-108.734533808622,-151.347733808622,-41.4117,-105.66871048695,-147.08041048695
140,5000,13932.39409985,18932.39409985,1.246,3.17937233358577,4.42537233358577,-42.6132,-108.734533808622,-151.347733808622,-41.3672,-105.555161475036,-146.922361475036
145,5000,13932.39409985,18932.39409985,1.2905,3.29292134549955,4.58342134549955,-42.6132,-108.734533808622,-151.347733808622,-41.3227,-105.441612463123,-146.764312463123
150,5000,13932.39409985,18932.39409985,1.335,3.40647035741333,4.74147035741333,-42.6132,-108.734533808622,-151.347733808622,-41.2782,-105.328063451209,-146.606263451209
155,5000,13932.39409985,18932.39409985,1.3795,3.5200193693271,4.8995193693271,-42.6132,-108.734533808622,-151.347733808622,-41.2337,-105.214514439295,-146.448214439295
160,5000,13932.39409985,18932.39409985,1.424,3.63356838124088,5.05756838124088,-42.6132,-108.734533808622,-151.347733808622,-41.1892,-105.100965427381,-146.290165427381
165,5000,13932.39409985,18932.39409985,1.4685,3.74711739315466,5.21561739315466,-42.6132,-108.734533808622,-151.347733808622,-41.1447,-104.987416415468,-146.132116415468
170,5000,13932.39409985,18932.39409985,1.513,3.86066640506843,5.37366640506843,-42.6132,-108.734533808622,-151.347733808622,-41.1002,-104.873867403554,-145.974067403554
175,5000,13932.39409985,18932.39409985,1.5575,3.97421541698221,5.53171541698221,-42.6132,-108.734533808622,-151.347733808622,-41.0557,-104.76031839164,-145.81601839164
180,5000,13932.39409985,18932.39409985,1.602,4.08776442889599,5.68976442889599,-42.6132,-108.734533808622,-151.347733808622,-41.0112,-104.646769379726,-145.657969379726
185,5000,13932.39409985,18932.39409985,1.6465,4.20131344080977,5.84781344080977,-42.6132,-108.734533808622,-151.347733808622,-40.9667,-104.533220367812,-145.499920367812
190,5000,13932.39409985,18932.39409985,1.691,4.31486245272354,6.00586245272354,-42.6132,-108.734533808622,-151.347733808622,-40.9222,-104.419671355899,-145.341871355899
195,5000,13932.39409985,18932.39409985,1.7355,4.42841146463732,6.16391146463732,-42.6132,-108.734533808622,-151.347733808622,-40.8777,-104.306122343985,-145.183822343985
200,5000,13932.39409985,18932.39409985,1.78,4.5419604765511,6.3219604765511,-42.6132,-108.734533808622,-151.347733808622,-40.8332,-104.192573332071,-145.025773332071
205,5000,13932.39409985,18932.39409985,1.8245,4.65550948846488,6.48000948846488,-42.6132,-108.734533808622,-151.347733808622,-40.7887,-104.079024320157,-144.867724320157
210,5000,13932.39409985,18932.39409985,1.869,4.76905850037866,6.63805850037865,-42.6132,-108.734533808622,-151.347733808622,-40.7442,-103.965475308244,-144.709675308244
215,5000,13932.39409985,18932.39409985,1.9135,4.88260751229243,6.79610751229243,-42.6132,-108.734533808622,-151.347733808622,-40.6997,-103.85192629633,-144.55162629633
220,5000,13932.39409985,18932.39409985,1.958,4.99615652420621,6.95415652420621,-42.6132,-108.734533808622,-151.347733808622,-40.6552,-103.738377284416,-144.393577284416
225,5000,13932.39409985,18932.39409985,2.0025,5.10970553611999,7.11220553611999,-42.6132,-108.734533808622,-151.347733808622,-40.6107,-103.624828272502,-144.235528272502
230,5000,13932.39409985,18932.39409985,2.047,5.22325454803376,7.27025454803377,-42.6132,-108.734533808622,-151.347733808622,-40.5662,-103.511279260588,-144.077479260588
235,5000,13932.39409985,18932.39409985,2.0915,5.33680355994754,7.42830355994754,-42.6132,-108.734533808622,-151.347733808622,-40.5217,-103.397730248675,-143.919430248675
240,5000,13932.39409985,18932.39409985,2.136,5.45035257186132,7.58635257186132,-42.6132,-108.734533808622,-151.347733808622,-40.4772,-103.284181236761,-143.761381236761
245,5000,13932.39409985,18932.39409985,2.1805,5.5639015837751,7.7444015837751,-42.6132,-108.734533808622,-151.347733808622,-40.4327,-103.170632224847,-143.603332224847
250,5000,13932.39409985,18932.39409985,2.225,5.67745059568887,7.90245059568888,-42.6132,-108.734533808622,-151.347733808622,-40.3882,-103.057083212933,-143.445283212933
255,5000,13932.39409985,18932.39409985,2.2695,5.79099960760265,8.06049960760265,-42.6132,-108.734533808622,-151.347733808622,-40.3437,-102.94353420102,-143.28723420102
260,5000,13932.39409985,18932.39409985,2.314,5.90454861951643,8.21854861951643,-42.6132,-108.734533808622,-151.347733808622,-40.2992,-102.829985189106,-143.129185189106
265,5000,13932.39409985,18932.39409985,2.3585,6.01809763143021,8.37659763143021,-42.6132,-108.734533808622,-151.347733808622,-40.2547,-102.716436177192,-142.971136177192
270,5000,13932.39409985,18932.39409985,2.403,6.13164664334398,8.53464664334398,-42.6132,-108.734533808622,-151.347733808622,-40.2102,-102.602887165278,-142.813087165278
275,5000,13932.39409985,18932.39409985,2.4475,6.24519565525776,8.69269565525776,-42.6132,-108.734533808622,-151.347733808622,-40.1657,-102.489338153364,-142.655038153364
280,5000,13932.39409985,18932.39409985,2.492,6.35874466717154,8.85074466717154,-42.6132,-108.734533808622,-151.347733808622,-40.1212,-102.375789141451,-142.496989141451
285,5000,13932.39409985,18932.39409985,2.5365,6.47229367908532,9.00879367908532,-42.6132,-108.734533808622,-151.347733808622,-40.0767,-102.262240129537,-142.338940129537
290,5000,13932.39409985,18932.39409985,2.581,6.5858426909991,9.1668426909991,-42.6132,-108.734533808622,-151.347733808622,-40.0322,-102.148691117623,-142.180891117623
295,5000,13932.39409985,18932.39409985,2.6255,6.69939170291287,9.32489170291287,-42.6132,-108.734533808622,-151.347733808622,-39.9877,-102.035142105709,-142.022842105709
300,5000,13932.39409985,18932.39409985,2.67,6.81294071482665,9.48294071482665,-42.6132,-108.734533808622,-151.347733808622,-39.9432,-101.921593093796,-141.864793093796
305,5000,13932.39409985,18932.39409985,2.7145,6.92648972674043,9.64098972674043,-42.6132,-108.734533808622,-151.347733808622,-39.8987,-101.808044081882,-141.706744081882
310,5000,13932.39409985,18932.39409985,2.759,7.0400387386542,9.79903873865421,-42.6132,-108.734533808622,-151.347733808622,-39.8542,-101.694495069968,-141.548695069968
315,5000,13932.39409985,18932.39409985,2.8035,7.15358775056798,9.95708775056798,-42.6132,-108.734533808622,-151.347733808622,-39.8097,-101.580946058054,-141.390646058054
320,5000,13932.39409985,18932.39409985,2.848,7.26713676248176,10.1151367624818,-42.6132,-108.734533808622,-151.347733808622,-39.7652,-101.46739704614,-141.23259704614
325,5000,13932.39409985,18932.39409985,2.8925,7.38068577439554,10.2731857743955,-42.6132,-108.734533808622,-151.347733808622,-39.7207,-101.353848034227,-141.074548034227
330,5000,13932.39409985,18932.39409985,2.937,7.49423478630931,10.4312347863093,-42.6132,-108.734533808622,-151.347733808622,-39.6762,-101.240299022313,-140.916499022313
335,5000,13932.39409985,18932.39409985,2.9815,7.60778379822309,10.5892837982231,-42.6132,-108.734533808622,-151.347733808622,-39.6317,-101.126750010399,-140.758450010399
340,5000,13932.39409985,18932.39409985,3.026,7.72133281013687,10.7473328101369,-42.6132,-108.734533808622,-151.347733808622,-39.5872,-101.013200998485,-140.600400998485
345,5000,13932.39409985,18932.39409985,3.0705,7.83488182205065,10.9053818220506,-42.6132,-108.734533808622,-151.347733808622,-39.5427,-100.899651986572,-140.442351986572
350,5000,13932.39409985,18932.39409985,3.115,7.94843083396442,11.0634308339644,-42.6132,-108.734533808622,-151.347733808622,-39.4982,-100.786102974658,-140.284302974658
355,5000,13932.39409985,18932.39409985,3.1595,8.0619798458782,11.2214798458782,-42.6132,-108.734533808622,-151.347733808622,-39.4537,-100.672553962744,-140.126253962744
360,5000,13932.39409985,18932.39409985,3.204,8.17552885779198,11.379528857792,-42.6132,-108.734533808622,-151.347733808622,-39.4092,-100.55900495083,-139.96820495083
365,5000,13932.39409985,18932.39409985,3.2485,8.28907786970576,11.5375778697058,-42.6132,-108.734533808622,-151.347733808622,-39.3647,-100.445455938916,-139.810155938916
370,5000,13932.39409985,18932.39409985,3.293,8.40262688161953,11.6956268816195,-42.6132,-108.734533808622,-151.347733808622,-39.3202,-100.331906927003,-139.652106927003
375,5000,13932.39409985,18932.39409985,3.3375,8.51617589353331,11.8536758935333,-42.6132,-108.734533808622,-151.347733808622,-39.2757,-100.218357915089,-139.494057915089
380,5000,13932.39409985,18932.39409985,3.382,8.62972490544709,12.0117249054471,-42.6132,-108.734533808622,-151.347733808622,-39.2312,-100.104808903175,-139.336008903175
385,5000,13932.39409985,18932.39409985,3.4265,8.74327391736087,12.1697739173609,-42.6132,-108.734533808622,-151.347733808622,-39.1867,-99.9912598912614,-139.177959891261
390,5000,13932.39409985,18932.39409985,3.471,8.85682292927465,12.3278229292746,-42.6132,-108.734533808622,-151.347733808622,-39.1422,-99.8777108793476,-139.019910879348
395,5000,13932.39409985,18932.39409985,3.5155,8.97037194118842,12.4858719411884,-42.6132,-108.734533808622,-151.347733808622,-39.0977,-99.7641618674338,-138.861861867434
400,5000,13932.39409985,18932.39409985,3.56,9.0839209531022,12.6439209531022,-42.6132,-108.734533808622,-151.347733808622,-39.0532,-99.65061285552,-138.70381285552
405,5000,13932.39409985,18932.39409985,3.6045,9.19746996501598,12.801969965016,-42.6132,-108.734533808622,-151.347733808622,-39.0087,-99.5370638436062,-138.545763843606
410,5000,13932.39409985,18932.39409985,3.649,9.31101897692976,12.9600189769298,-42.6132,-108.734533808622,-151.347733808622,-38.9642,-99.4235148316925,-138.387714831692
415,5000,13932.39409985,18932.39409985,3.6935,9.42456798884353,13.1180679888435,-42.6132,-108.734533808622,-151.347733808622,-38.9197,-99.3099658197787,-138.229665819779
420,5000,13932.39409985,18932.39409985,3.738,9.53811700075731,13.2761170007573,-42.6132,-108.734533808622,-151.347733808622,-38.8752,-99.1964168078649,-138.071616807865
425,5000,13932.39409985,18932.39409985,3.7825,9.65166601267109,13.4341660126711,-42.6132,-108.734533808622,-151.347733808622,-38.8307,-99.0828677959511,-137.913567795951
430,5000,13932.39409985,18932.39409985,3.827,9.76521502458487,13.5922150245849,-42.6132,-108.734533808622,-151.347733808622,-38.7862,-98.9693187840374,-137.755518784037
435,5000,13932.39409985,18932.39409985,3.8715,9.87876403649864,13.7502640364986,-42.6132,-108.734533808622,-151.347733808622,-38.7417,-98.8557697721236,-137.597469772124
440,5000,13932.39409985,18932.39409985,3.916,9.99231304841242,13.9083130484124,-42.6132,-108.734533808622,-151.347733808622,-38.6972,-98.7422207602098,-137.43942076021
445,5000,13932.39409985,18932.39409985,3.9605,10.1058620603262,14.0663620603262,-42.6132,-108.734533808622,-151.347733808622,-38.6527,-98.628671748296,-137.281371748296
450,5000,13932.39409985,18932.39409985,4.005,10.21941107224,14.22441107224,-42.6132,-108.734533808622,-151.347733808622,-38.6082,-98.5151227363823,-137.123322736382
455,5000,13932.39409985,18932.39409985,4.0495,10.3329600841538,14.3824600841538,-42.6132,-108.734533808622,-151.347733808622,-38.5637,-98.4015737244685,-136.965273724468
460,5000,13932.39409985,18932.39409985,4.094,10.4465090960675,14.5405090960675,-42.6132,-108.734533808622,-151.347733808622,-38.5192,-98.2880247125547,-136.807224712555
465,5000,13932.39409985,18932.39409985,4.1385,10.5600581079813,14.6985581079813,-42.6132,-108.734533808622,-151.347733808622,-38.4747,-98.1744757006409,-136.649175700641
470,5000,13932.39409985,18932.39409985,4.183,10.6736071198951,14.8566071198951,-42.6132,-108.734533808622,-151.347733808622,-38.4302,-98.0609266887272,-136.491126688727
475,5000,13932.39409985,18932.39409985,4.2275,10.7871561318089,15.0146561318089,-42.6132,-108.734533808622,-151.347733808622,-38.3857,-97.9473776768134,-136.333077676813
480,5000,13932.39409985,18932.39409985,4.272,10.9007051437226,15.1727051437226,-42.6132,-108.734533808622,-151.347733808622,-38.3412,-97.8338286648996,-136.1750286649
485,5000,13932.39409985,18932.39409985,4.3165,11.0142541556364,15.3307541556364,-42.6132,-108.734533808622,-151.347733808622,-38.2967,-97.7202796529858,-136.016979652986
490,5000,13932.39409985,18932.39409985,4.361,11.1278031675502,15.4888031675502,-42.6132,-108.734533808622,-151.347733808622,-38.2522,-97.606730641072,-135.858930641072
495,5000,13932.39409985,18932.39409985,4.4055,11.241352179464,15.646852179464,-42.6132,-108.734533808622,-151.347733808622,-38.2077,-97.4931816291583,-135.700881629158
500,5000,13932.39409985,18932.39409985,4.45,11.3549011913777,15.8049011913778,-42.6132,-108.734533808622,-151.347733808622,-38.1632,-97.3796326172445,-135.542832617244
-140,6000,16718.87291982,22718.87291982,-1.4952,-3.81524680030292,-5.31044680030293,-41.7232,-106.463553570347,-148.186753570347,-43.2184,-110.27880037065,-153.49720037065
-135,6000,16718.87291982,22718.87291982,-1.4418,-3.67898798600639,-5.12078798600639,-41.7232,-106.463553570347,-148.186753570347,-43.165,-110.142541556353,-153.307541556353
-130,6000,16718.87291982,22718.87291982,-1.3884,-3.54272917170986,-4.93112917170986,-41.7232,-106.463553570347,-148.186753570347,-43.1116,-110.006282742057,-153.117882742057
-125,6000,16718.87291982,22718.87291982,-1.335,-3.40647035741333,-4.74147035741333,-41.7232,-106.463553570347,-148.186753570347,-43.0582,-109.87002392776,-152.92822392776
-120,6000,16718.87291982,22718.87291982,-1.2816,-3.27021154311679,-4.55181154311679,-41.7232,-106.463553570347,-148.186753570347,-43.0048,-109.733765113463,-152.738565113463
-115,6000,16718.87291982,22718.87291982,-1.2282,-3.13395272882026,-4.36215272882026,-41.7232,-106.463553570347,-148.186753570347,-42.9514,-109.597506299167,-152.548906299167
-110,6000,16718.87291982,22718.87291982,-1.1748,-2.99769391452373,-4.17249391452373,-41.7232,-106.463553570347,-148.186753570347,-42.898,-109.46124748487,-152.35924748487
-105,6000,16718.87291982,22718.87291982,-1.1214,-2.86143510022719,-3.98283510022719,-41.7232,-106.463553570347,-148.186753570347,-42.8446,-109.324988670574,-152.169588670574
-100,6000,16718.87291982,22718.87291982,-1.068,-2.72517628593066,-3.79317628593066,-41.7232,-106.463553570347,-148.186753570347,-42.7912,-109.188729856277,-151.979929856277
-95,6000,16718.87291982,22718.87291982,-1.0146,-2.58891747163413,-3.60351747163413,-41.7232,-106.463553570347,-148.186753570347,-42.7378,-109.052471041981,-151.790271041981
-90,6000,16718.87291982,22718.87291982,-0.9612,-2.45265865733759,-3.41385865733759,-41.7232,-106.463553570347,-148.186753570347,-42.6844,-108.916212227684,-151.600612227684
-85,6000,16718.87291982,22718.87291982,-0.9078,-2.31639984304106,-3.22419984304106,-41.7232,-106.463553570347,-148.186753570347,-42.631,-108.779953413388,-151.410953413388
-80,6000,16718.87291982,22718.87291982,-0.8544,-2.18014102874453,-3.03454102874453,-41.7232,-106.463553570347,-148.186753570347,-42.5776,-108.643694599091,-151.221294599091
-75,6000,16718.87291982,22718.87291982,-0.801,-2.043882214448,-2.844882214448,-41.7232,-106.463553570347,-148.186753570347,-42.5242,-108.507435784795,-151.031635784795
-70,6000,16718.87291982,22718.87291982,-0.7476,-1.90762340015146,-2.65522340015146,-41.7232,-106.463553570347,-148.186753570347,-42.4708,-108.371176970498,-150.841976970498
-65,6000,16718.87291982,22718.87291982,-0.6942,-1.77136458585493,-2.46556458585493,-41.7232,-106.463553570347,-148.186753570347,-42.4174,-108.234918156202,-150.652318156202
-60,6000,16718.87291982,22718.87291982,-0.6408,-1.6351057715584,-2.2759057715584,-41.7232,-106.463553570347,-148.186753570347,-42.364,-108.098659341905,-150.462659341905
-55,6000,16718.87291982,22718.87291982,-0.5874,-1.49884695726186,-2.08624695726186,-41.7232,-106.463553570347,-148.186753570347,-42.3106,-107.962400527609,-150.273000527609
-50,6000,16718.87291982,22718.87291982,-0.534,-1.36258814296533,-1.89658814296533,-41.7232,-106.463553570347,-148.186753570347,-42.2572,-107.826141713312,-150.083341713312
-45,6000,16718.87291982,22718.87291982,-0.4806,-1.2263293286688,-1.7069293286688,-41.7232,-106.463553570347,-148.186753570347,-42.2038,-107.689882899015,-149.893682899015
-40,6000,16718.87291982,22718.87291982,-0.4272,-1.09007051437226,-1.51727051437226,-41.7232,-106.463553570347,-148.186753570347,-42.1504,-107.553624084719,-149.704024084719
-35,6000,16718.87291982,22718.87291982,-0.3738,-0.953811700075731,-1.32761170007573,-41.7232,-106.463553570347,-148.186753570347,-42.097,-107.417365270422,-149.514365270422
-30,6000,16718.87291982,22718.87291982,-0.3204,-0.817552885779198,-1.1379528857792,-41.7232,-106.463553570347,-148.186753570347,-42.0436,-107.281106456126,-149.324706456126
-25,6000,16718.87291982,22718.87291982,-0.267,-0.681294071482665,-0.948294071482665,-41.7232,-106.463553570347,-148.186753570347,-41.9902,-107.144847641829,-149.135047641829
-20,6000,16718.87291982,22718.87291982,-0.2136,-0.545035257186132,-0.758635257186132,-41.7232,-106.463553570347,-148.186753570347,-41.9368,-107.008588827533,-148.945388827533
-15,6000,16718.87291982,22718.87291982,-0.1602,-0.408776442889599,-0.568976442889599,-41.7232,-106.463553570347,-148.186753570347,-41.8834,-106.872330013236,-148.755730013236
-10,6000,16718.87291982,22718.87291982,-0.1068,-0.272517628593066,-0.379317628593066,-41.7232,-106.463553570347,-148.186753570347,-41.83,-106.73607119894,-148.56607119894
-5,6000,16718.87291982,22718.87291982,-0.0534,-0.136258814296533,-0.189658814296533,-41.7232,-106.463553570347,-148.186753570347,-41.7766,-106.599812384643,-148.376412384643
0,6000,16718.87291982,22718.87291982,0,0,0,-41.7232,-106.463553570347,-148.186753570347,-41.7232,-106.463553570347,-148.186753570347
5,6000,16718.87291982,22718.87291982,0.0534,0.136258814296533,0.189658814296533,-41.7232,-106.463553570347,-148.186753570347,-41.6698,-106.32729475605,-147.99709475605
10,6000,16718.87291982,22718.87291982,0.1068,0.272517628593066,0.379317628593066,-41.7232,-106.463553570347,-148.186753570347,-41.6164,-106.191035941754,-147.807435941754
15,6000,16718.87291982,22718.87291982,0.1602,0.408776442889599,0.568976442889599,-41.7232,-106.463553570347,-148.186753570347,-41.563,-106.054777127457,-147.617777127457
20,6000,16718.87291982,22718.87291982,0.2136,0.545035257186132,0.758635257186132,-41.7232,-106.463553570347,-148.186753570347,-41.5096,-105.918518313161,-147.428118313161
25,6000,16718.87291982,22718.87291982,0.267,0.681294071482665,0.948294071482665,-41.7232,-106.463553570347,-148.186753570347,-41.4562,-105.782259498864,-147.238459498864
30,6000,16718.87291982,22718.87291982,0.3204,0.817552885779198,1.1379528857792,-41.7232,-106.463553570347,-148.186753570347,-41.4028,-105.646000684567,-147.048800684568
35,6000,16718.87291982,22718.87291982,0.3738,0.953811700075731,1.32761170007573,-41.7232,-106.463553570347,-148.186753570347,-41.3494,-105.509741870271,-146.859141870271
40,6000,16718.87291982,22718.87291982,0.4272,1.09007051437226,1.51727051437226,-41.7232,-106.463553570347,-148.186753570347,-41.296,-105.373483055974,-146.669483055974
45,6000,16718.87291982,22718.87291982,0.4806,1.2263293286688,1.7069293286688,-41.7232,-106.463553570347,-148.186753570347,-41.2426,-105.237224241678,-146.479824241678
50,6000,16718.87291982,22718.87291982,0.534,1.36258814296533,1.89658814296533,-41.7232,-106.463553570347,-148.186753570347,-41.1892,-105.100965427381,-146.290165427381
55,6000,16718.87291982,22718.87291982,0.5874,1.49884695726186,2.08624695726186,-41.7232,-106.463553570347,-148.186753570347,-41.1358,-104.964706613085,-146.100506613085
60,6000,16718.87291982,22718.87291982,0.6408,1.6351057715584,2.2759057715584,-41.7232,-106.463553570347,-148.186753570347,-41.0824,-104.828447798788,-145.910847798788
65,6000,16718.87291982,22718.87291982,0.6942,1.77136458585493,2.46556458585493,-41.7232,-106.463553570347,-148.186753570347,-41.029,-104.692188984492,-145.721188984492
70,6000,16718.87291982,22718.87291982,0.7476,1.90762340015146,2.65522340015146,-41.7232,-106.463553570347,-148.186753570347,-40.9756,-104.555930170195,-145.531530170195
75,6000,16718.87291982,22718.87291982,0.801,2.043882214448,2.844882214448,-41.7232,-106.463553570347,-148.186753570347,-40.9222,-104.419671355899,-145.341871355899
80,6000,16718.87291982,22718.87291982,0.8544,2.18014102874453,3.03454102874453,-41.7232,-106.463553570347,-148.186753570347,-40.8688,-104.283412541602,-145.152212541602
85,6000,16718.87291982,22718.87291982,0.9078,2.31639984304106,3.22419984304106,-41.7232,-106.463553570347,-148.186753570347,-40.8154,-104.147153727306,-144.962553727306
90,6000,16718.87291982,22718.87291982,0.9612,2.45265865733759,3.41385865733759,-41.7232,-106.463553570347,-148.186753570347,-40.762,-104.010894913009,-144.772894913009
95,6000,16718.87291982,22718.87291982,1.0146,2.58891747163413,3.60351747163413,-41.7232,-106.463553570347,-148.186753570347,-40.7086,-103.874636098713,-144.583236098713
100,6000,16718.87291982,22718.87291982,1.068,2.72517628593066,3.79317628593066,-41.7232,-106.463553570347,-148.186753570347,-40.6552,-103.738377284416,-144.393577284416
105,6000,16718.87291982,22718.87291982,1.1214,2.86143510022719,3.98283510022719,-41.7232,-106.463553570347,-148.186753570347,-40.6018,-103.60211847012,-144.20391847012
110,6000,16718.87291982,22718.87291982,1.1748,2.99769391452373,4.17249391452373,-41.7232,-106.463553570347,-148.186753570347,-40.5484,-103.465859655823,-144.014259655823
115,6000,16718.87291982,22718.87291982,1.2282,3.13395272882026,4.36215272882026,-41.7232,-106.463553570347,-148.186753570347,-40.495,-103.329600841526,-143.824600841526
120,6000,16718.87291982,22718.87291982,1.2816,3.27021154311679,4.55181154311679,-41.7232,-106.463553570347,-148.186753570347,-40.4416,-103.19334202723,-143.63494202723
125,6000,16718.87291982,22718.87291982,1.335,3.40647035741333,4.74147035741333,-41.7232,-106.463553570347,-148.186753570347,-40.3882,-103.057083212933,-143.445283212933
130,6000,16718.87291982,22718.87291982,1.3884,3.54272917170986,4.93112917170986,-41.7232,-106.463553570347,-148.186753570347,-40.3348,-102.920824398637,-143.255624398637
135,6000,16718.87291982,22718.87291982,1.4418,3.67898798600639,5.12078798600639,-41.7232,-106.463553570347,-148.186753570347,-40.2814,-102.78456558434,-143.06596558434
140,6000,16718.87291982,22718.87291982,1.4952,3.81524680030292,5.31044680030293,-41.7232,-106.463553570347,-148.186753570347,-40.228,-102.648306770044,-142.876306770044
145,6000,16718.87291982,22718.87291982,1.5486,3.95150561459946,5.50010561459946,-41.7232,-106.463553570347,-148.186753570347,-40.1746,-102.512047955747,-142.686647955747
150,6000,16718.87291982,22718.87291982,1.602,4.08776442889599,5.68976442889599,-41.7232,-106.463553570347,-148.186753570347,-40.1212,-102.375789141451,-142.496989141451
155,6000,16718.87291982,22718.87291982,1.6554,4.22402324319252,5.87942324319252,-41.7232,-106.463553570347,-148.186753570347,-40.0678,-102.239530327154,-142.307330327154
160,6000,16718.87291982,22718.87291982,1.7088,4.36028205748906,6.06908205748906,-41.7232,-106.463553570347,-148.186753570347,-40.0144,-102.103271512858,-142.117671512858
165,6000,16718.87291982,22718.87291982,1.7622,4.49654087178559,6.25874087178559,-41.7232,-106.463553570347,-148.186753570347,-39.961,-101.967012698561,-141.928012698561
170,6000,16718.87291982,22718.87291982,1.8156,4.63279968608212,6.44839968608212,-41.7232,-106.463553570347,-148.186753570347,-39.9076,-101.830753884265,-141.738353884265
175,6000,16718.87291982,22718.87291982,1.869,4.76905850037866,6.63805850037865,-41.7232,-106.463553570347,-148.186753570347,-39.8542,-101.694495069968,-141.548695069968
180,6000,16718.87291982,22718.87291982,1.9224,4.90531731467519,6.82771731467519,-41.7232,-106.463553570347,-148.186753570347,-39.8008,-101.558236255672,-141.359036255671
185,6000,16718.87291982,22718.87291982,1.9758,5.04157612897172,7.01737612897172,-41.7232,-106.463553570347,-148.186753570347,-39.7474,-101.421977441375,-141.169377441375
190,6000,16718.87291982,22718.87291982,2.0292,5.17783494326825,7.20703494326825,-41.7232,-106.463553570347,-148.186753570347,-39.694,-101.285718627078,-140.979718627078
195,6000,16718.87291982,22718.87291982,2.0826,5.31409375756479,7.39669375756479,-41.7232,-106.463553570347,-148.186753570347,-39.6406,-101.149459812782,-140.790059812782
200,6000,16718.87291982,22718.87291982,2.136,5.45035257186132,7.58635257186132,-41.7232,-106.463553570347,-148.186753570347,-39.5872,-101.013200998485,-140.600400998485
205,6000,16718.87291982,22718.87291982,2.1894,5.58661138615785,7.77601138615785,-41.7232,-106.463553570347,-148.186753570347,-39.5338,-100.876942184189,-140.410742184189
210,6000,16718.87291982,22718.87291982,2.2428,5.72287020045439,7.96567020045439,-41.7232,-106.463553570347,-148.186753570347,-39.4804,-100.740683369892,-140.221083369892
215,6000,16718.87291982,22718.87291982,2.2962,5.85912901475092,8.15532901475092,-41.7232,-106.463553570347,-148.186753570347,-39.427,-100.604424555596,-140.031424555596
220,6000,16718.87291982,22718.87291982,2.3496,5.99538782904745,8.34498782904745,-41.7232,-106.463553570347,-148.186753570347,-39.3736,-100.468165741299,-139.841765741299
225,6000,16718.87291982,22718.87291982,2.403,6.13164664334398,8.53464664334398,-41.7232,-106.463553570347,-148.186753570347,-39.3202,-100.331906927003,-139.652106927003
230,6000,16718.87291982,22718.87291982,2.4564,6.26790545764052,8.72430545764052,-41.7232,-106.463553570347,-148.186753570347,-39.2668,-100.195648112706,-139.462448112706
235,6000,16718.87291982,22718.87291982,2.5098,6.40416427193705,8.91396427193705,-41.7232,-106.463553570347,-148.186753570347,-39.2134,-100.05938929841,-139.27278929841
240,6000,16718.87291982,22718.87291982,2.5632,6.54042308623358,9.10362308623358,-41.7232,-106.463553570347,-148.186753570347,-39.16,-99.9231304841131,-139.083130484113
245,6000,16718.87291982,22718.87291982,2.6166,6.67668190053012,9.29328190053012,-41.7232,-106.463553570347,-148.186753570347,-39.1066,-99.7868716698166,-138.893471669817
250,6000,16718.87291982,22718.87291982,2.67,6.81294071482665,9.48294071482665,-41.7232,-106.463553570347,-148.186753570347,-39.0532,-99.65061285552,-138.70381285552
255,6000,16718.87291982,22718.87291982,2.7234,6.94919952912318,9.67259952912319,-41.7232,-106.463553570347,-148.186753570347,-38.9998,-99.5143540412235,-138.514154041223
260,6000,16718.87291982,22718.87291982,2.7768,7.08545834341972,9.86225834341972,-41.7232,-106.463553570347,-148.186753570347,-38.9464,-99.378095226927,-138.324495226927
265,6000,16718.87291982,22718.87291982,2.8302,7.22171715771625,10.0519171577163,-41.7232,-106.463553570347,-148.186753570347,-38.893,-99.2418364126304,-138.13483641263
270,6000,16718.87291982,22718.87291982,2.8836,7.35797597201278,10.2415759720128,-41.7232,-106.463553570347,-148.186753570347,-38.8396,-99.1055775983339,-137.945177598334
